품목명,수집일,외부 일사량,내부온도,내부습도,내부CO2,지습
딸기,2021/05/03 11:00,889,30,29,,32
딸기,2021/05/03 12:00,316,30,27,,32
딸기,2021/05/03 13:00,0,30,27,,33
딸기,2021/05/03 14:00,0,28,30,,33
딸기,2021/05/03 15:00,0,27,31,,33
딸기,2021/05/03 16:00,164,25,36,,32
딸기,2021/05/03 17:00,129,23,42,,32
딸기,2021/05/03 18:00,69,19,53,,32
딸기,2021/05/03 19:00,4,16,66,,31
딸기,2021/05/03 20:00,0,14,81,,30
딸기,2021/05/03 21:00,0,14,89,,30
딸기,2021/05/03 22:00,0,13,90,,30
딸기,2021/05/03 23:00,0,13,91,,30
딸기,2021/05/04 0:00,0,13,91,,30
딸기,2021/05/04 1:00,0,13,91,,29
딸기,2021/05/04 2:00,0,13,92,,29
딸기,2021/05/04 3:00,0,13,92,,29
딸기,2021/05/04 4:00,0,13,92,,29
딸기,2021/05/04 5:00,1,13,92,,29
딸기,2021/05/04 6:00,15,14,89,,29
딸기,2021/05/04 7:00,36,15,80,,29
딸기,2021/05/04 8:00,75,16,65,,29
딸기,2021/05/04 9:00,189,19,58,,29
딸기,2021/05/04 10:00,295,20,53,,30
딸기,2021/05/04 11:00,273,23,49,,30
딸기,2021/05/04 12:00,278,23,52,,30
딸기,2021/05/04 13:00,280,24,52,,30
딸기,2021/05/04 14:00,172,21,62,,30
딸기,2021/05/04 15:00,235,23,67,,30
딸기,2021/05/04 16:00,105,22,69,,30
딸기,2021/05/04 17:00,87,21,79,,30
딸기,2021/05/04 18:00,19,18,82,,30
딸기,2021/05/04 19:00,0,17,88,,29
딸기,2021/05/04 20:00,0,17,89,,29
딸기,2021/05/04 21:00,0,17,91,,29
딸기,2021/05/04 22:00,0,17,92,,29
딸기,2021/05/04 23:00,0,16,92,,29
딸기,2021/05/05 0:00,0,15,91,,29
딸기,2021/05/05 1:00,0,15,91,,29
딸기,2021/05/05 2:00,0,14,91,,29
딸기,2021/05/05 3:00,0,14,91,,29
딸기,2021/05/05 4:00,0,13,92,,29
딸기,2021/05/05 5:00,6,13,92,,28
딸기,2021/05/05 6:00,38,14,92,,28
딸기,2021/05/05 7:00,211,16,78,,28
딸기,2021/05/05 8:00,411,21,56,,29
딸기,2021/05/05 9:00,605,23,46,,29
딸기,2021/05/05 10:00,775,25,42,,30
딸기,2021/05/05 11:00,811,24,42,,31
딸기,2021/05/05 12:00,744,24,34,,31
딸기,2021/05/05 13:00,0,24,27,,32
딸기,2021/05/05 14:00,0,24,25,,32
딸기,2021/05/05 15:00,0,25,26,,31
딸기,2021/05/05 16:00,124,25,28,,31
딸기,2021/05/05 17:00,64,23,27,,30
딸기,2021/05/05 18:00,75,21,30,,30
딸기,2021/05/05 19:00,8,15,43,,29
딸기,2021/05/05 20:00,0,13,68,,29
딸기,2021/05/05 21:00,0,12,83,,29
딸기,2021/05/05 22:00,0,11,86,,28
딸기,2021/05/05 23:00,0,10,89,,28
딸기,2021/05/06 0:00,0,9,88,,28
딸기,2021/05/06 1:00,0,9,89,,28
딸기,2021/05/06 2:00,0,9,89,,28
딸기,2021/05/06 3:00,0,8,89,,27
딸기,2021/05/06 4:00,0,8,90,,27
딸기,2021/05/06 5:00,5,8,90,,27
딸기,2021/05/06 6:00,73,10,87,,27
딸기,2021/05/06 7:00,247,16,72,,28
딸기,2021/05/06 8:00,379,22,49,,28
딸기,2021/05/06 9:00,544,27,37,,28
딸기,2021/05/06 10:00,632,28,29,,31
딸기,2021/05/06 11:00,773,30,25,,33
딸기,2021/05/06 12:00,654,29,25,,33
딸기,2021/05/06 13:00,0,27,27,,32
딸기,2021/05/06 14:00,0,29,26,,32
딸기,2021/05/06 15:00,274,30,26,,32
딸기,2021/05/06 16:00,256,26,30,,32
딸기,2021/05/06 17:00,164,24,32,,32
딸기,2021/05/06 18:00,63,21,37,,32
딸기,2021/05/06 19:00,6,16,60,,31
딸기,2021/05/06 20:00,0,14,79,,30
딸기,2021/05/06 21:00,0,13,87,,30
딸기,2021/05/06 22:00,0,12,88,,30
딸기,2021/05/06 23:00,0,12,88,,30
딸기,2021/05/07 0:00,0,12,88,,30
딸기,2021/05/07 1:00,0,12,87,,30
딸기,2021/05/07 2:00,0,13,84,,29
딸기,2021/05/07 3:00,0,13,81,,29
딸기,2021/05/07 4:00,0,13,73,,29
딸기,2021/05/07 5:00,4,14,67,,29
딸기,2021/05/07 6:00,81,16,50,,29
딸기,2021/05/07 7:00,228,19,43,,30
딸기,2021/05/07 8:00,278,21,45,,30
딸기,2021/05/07 9:00,49,18,59,,30
딸기,2021/05/07 10:00,24,17,71,,30
딸기,2021/05/07 11:00,215,17,78,,29
딸기,2021/05/07 12:00,488,21,61,,30
딸기,2021/05/07 13:00,145,27,36,,31
딸기,2021/05/07 14:00,0,25,30,,31
딸기,2021/05/07 15:00,0,25,32,,31
딸기,2021/05/07 16:00,162,23,37,,31
딸기,2021/05/07 17:00,198,22,42,,31
딸기,2021/05/09 12:00,985,24,30,,31
딸기,2021/05/09 13:00,489,26,28,,32
딸기,2021/05/09 14:00,0,25,26,,32
딸기,2021/05/09 15:00,0,25,26,,31
딸기,2021/05/09 16:00,168,25,27,,31
딸기,2021/05/09 17:00,61,25,29,,31
딸기,2021/05/09 18:00,90,23,32,,31
딸기,2021/05/09 19:00,11,18,43,,30
딸기,2021/05/09 20:00,0,13,67,,30
딸기,2021/05/09 21:00,0,13,86,,29
딸기,2021/05/09 22:00,0,12,88,,29
딸기,2021/05/09 23:00,0,11,89,,29
딸기,2021/05/10 0:00,0,11,89,,29
딸기,2021/05/10 1:00,0,10,90,,28
딸기,2021/05/10 2:00,0,10,90,,28
딸기,2021/05/10 3:00,0,11,90,,28
딸기,2021/05/10 4:00,0,12,89,,28
딸기,2021/05/10 5:00,0,12,89,,28
딸기,2021/05/10 6:00,12,12,89,,28
딸기,2021/05/10 7:00,14,13,88,,28
딸기,2021/05/10 8:00,16,13,90,,28
딸기,2021/05/10 9:00,35,14,90,,28
딸기,2021/05/10 10:00,71,14,89,,28
딸기,2021/05/10 11:00,166,15,81,,28
딸기,2021/05/10 12:00,154,15,80,,28
딸기,2021/05/10 13:00,144,15,80,,29
딸기,2021/05/10 14:00,146,15,79,,28
딸기,2021/05/10 15:00,82,15,82,,28
딸기,2021/05/10 16:00,89,15,82,,28
딸기,2021/05/10 17:00,112,16,78,,28
딸기,2021/05/10 18:00,75,16,77,,29
딸기,2021/05/10 19:00,2,14,86,,28
딸기,2021/05/10 20:00,0,14,90,,28
딸기,2021/05/10 21:00,0,14,91,,28
딸기,2021/05/10 22:00,0,14,92,,28
딸기,2021/05/10 23:00,0,14,92,,28
딸기,2021/05/11 0:00,0,13,92,,28
딸기,2021/05/11 1:00,0,13,92,,28
딸기,2021/05/11 2:00,0,13,93,,28
딸기,2021/05/11 3:00,0,13,93,,28
딸기,2021/05/11 4:00,0,13,92,,28
딸기,2021/05/11 5:00,9,13,92,,28
딸기,2021/05/11 6:00,51,14,89,,28
딸기,2021/05/11 7:00,174,17,76,,28
딸기,2021/05/11 8:00,309,21,61,,29
딸기,2021/05/11 9:00,506,26,47,,29
딸기,2021/05/11 10:00,668,29,38,,29
딸기,2021/05/11 11:00,777,29,33,,33
딸기,2021/05/11 12:00,839,32,32,,33
딸기,2021/05/11 13:00,891,33,27,,33
딸기,2021/05/11 14:00,815,30,28,,33
딸기,2021/05/11 15:00,442,29,33,,33
딸기,2021/05/11 16:00,323,28,31,,32
딸기,2021/05/11 17:00,167,25,35,,32
딸기,2021/05/11 18:00,48,21,40,,32
딸기,2021/05/11 19:00,4,20,41,,32
딸기,2021/05/11 20:00,0,19,42,,31
딸기,2021/05/11 21:00,0,18,43,,31
딸기,2021/05/11 22:00,0,17,43,,31
딸기,2021/05/11 23:00,0,16,49,,31
딸기,2021/05/12 0:00,0,15,51,,30
딸기,2021/05/12 1:00,0,15,46,,30
딸기,2021/05/12 2:00,0,14,52,,30
딸기,2021/05/12 3:00,0,13,71,,30
딸기,2021/05/12 4:00,0,14,70,,30
딸기,2021/05/12 5:00,7,14,68,,30
딸기,2021/05/12 6:00,79,16,60,,30
딸기,2021/05/12 7:00,251,21,37,,30
딸기,2021/05/12 8:00,435,26,29,,30
딸기,2021/05/12 9:00,605,29,26,,30
딸기,2021/05/12 10:00,688,28,32,,33
딸기,2021/05/12 11:00,760,28,46,,33
딸기,2021/05/12 12:00,793,33,29,,33
딸기,2021/05/12 13:00,927,35,26,,33
딸기,2021/05/12 14:00,840,35,27,,33
딸기,2021/05/12 15:00,608,34,29,,33
딸기,2021/05/12 16:00,208,32,32,,33
딸기,2021/05/12 17:00,77,31,36,,33
딸기,2021/05/12 18:00,94,28,41,,33
딸기,2021/05/12 19:00,11,22,61,,33
딸기,2021/05/12 20:00,0,19,74,,32
딸기,2021/05/12 21:00,0,19,64,,31
딸기,2021/05/12 22:00,0,18,67,,31
딸기,2021/05/12 23:00,0,16,76,,31
딸기,2021/05/13 0:00,0,15,84,,31
딸기,2021/05/13 1:00,0,15,89,,31
딸기,2021/05/13 2:00,0,14,90,,30
딸기,2021/05/13 3:00,0,14,91,,30
딸기,2021/05/13 4:00,0,14,91,,30
딸기,2021/05/13 5:00,7,14,91,,30
딸기,2021/05/13 6:00,81,15,87,,30
딸기,2021/05/13 7:00,243,21,72,,31
딸기,2021/05/13 8:00,430,26,51,,31
딸기,2021/05/13 9:00,598,29,44,,33
딸기,2021/05/13 10:00,744,26,61,,33
딸기,2021/05/13 11:00,851,33,42,,33
딸기,2021/05/13 12:00,928,32,38,,34
딸기,2021/05/13 13:00,901,28,54,,34
딸기,2021/05/13 14:00,777,31,43,,34
딸기,2021/05/13 15:00,537,29,49,,34
딸기,2021/05/13 16:00,242,25,69,,34
딸기,2021/05/13 17:00,123,28,54,,34
딸기,2021/05/13 18:00,94,27,49,,34
딸기,2021/05/13 19:00,11,23,62,,33
딸기,2021/05/13 20:00,0,20,70,,33
딸기,2021/05/13 21:00,0,18,82,,32
딸기,2021/05/13 22:00,0,17,86,,32
딸기,2021/05/13 23:00,0,16,87,,31
딸기,2021/05/14 0:00,0,16,88,,31
딸기,2021/05/14 1:00,0,15,90,,31
딸기,2021/05/14 2:00,0,15,90,,31
딸기,2021/05/14 3:00,0,15,92,,31
딸기,2021/05/14 4:00,0,15,92,,31
딸기,2021/05/14 5:00,6,15,92,,31
딸기,2021/05/14 6:00,66,16,89,,30
딸기,2021/05/14 7:00,239,21,74,,31
딸기,2021/05/14 8:00,422,27,58,,32
딸기,2021/05/14 9:00,578,29,49,,32
딸기,2021/05/14 10:00,713,31,45,,32
딸기,2021/05/14 11:00,819,33,43,,35
딸기,2021/05/14 12:00,857,37,35,,36
딸기,2021/05/14 13:00,781,36,35,,35
딸기,2021/05/14 14:00,658,34,38,,35
딸기,2021/05/14 15:00,469,33,38,,34
딸기,2021/05/14 16:00,282,32,43,,34
딸기,2021/05/14 17:00,174,30,49,,34
딸기,2021/05/14 18:00,58,25,62,,34
딸기,2021/05/14 19:00,4,23,69,,34
딸기,2021/05/14 20:00,0,22,71,,33
딸기,2021/05/14 21:00,0,21,79,,33
딸기,2021/05/14 22:00,0,20,82,,33
딸기,2021/05/14 23:00,0,19,86,,32
딸기,2021/05/15 0:00,0,19,88,,32
딸기,2021/05/15 1:00,0,19,88,,32
딸기,2021/05/15 2:00,0,19,88,,32
딸기,2021/05/15 3:00,0,19,89,,32
딸기,2021/05/15 4:00,0,19,91,,32
딸기,2021/05/15 5:00,1,19,92,,32
딸기,2021/05/15 6:00,36,19,90,,32
딸기,2021/05/15 7:00,74,20,89,,32
딸기,2021/05/15 8:00,177,21,87,,32
딸기,2021/05/15 9:00,255,23,82,,32
딸기,2021/05/15 10:00,346,26,71,,32
딸기,2021/05/15 11:00,582,28,63,,32
딸기,2021/05/15 12:00,506,30,57,,33
딸기,2021/05/15 13:00,366,30,59,,33
딸기,2021/05/15 14:00,187,27,68,,33
딸기,2021/05/15 15:00,145,26,70,,33
딸기,2021/05/15 16:00,68,25,76,,33
딸기,2021/05/15 17:00,18,24,82,,32
딸기,2021/05/15 18:00,5,22,91,,32
딸기,2021/05/15 19:00,0,22,92,,32
딸기,2021/05/15 20:00,0,21,93,,32
딸기,2021/05/15 21:00,0,21,93,,32
딸기,2021/05/15 22:00,0,21,94,,32
딸기,2021/05/15 23:00,0,21,94,,32
딸기,2021/05/16 0:00,0,21,94,,32
딸기,2021/05/16 1:00,0,21,94,,32
딸기,2021/05/16 2:00,0,21,94,,32
딸기,2021/05/16 3:00,0,21,94,,32
딸기,2021/05/16 4:00,0,21,95,,31
딸기,2021/05/16 5:00,1,21,95,,31
딸기,2021/05/16 6:00,15,21,95,,31
딸기,2021/05/16 7:00,31,22,94,,31
딸기,2021/05/16 8:00,69,23,93,,32
딸기,2021/05/16 9:00,90,23,92,,32
딸기,2021/05/16 10:00,98,24,91,,31
딸기,2021/05/16 11:00,100,23,90,,31
딸기,2021/05/16 12:00,92,23,90,,32
딸기,2021/05/16 13:00,103,22,90,,31
딸기,2021/05/16 14:00,87,23,90,,32
딸기,2021/05/16 15:00,26,22,92,,31
딸기,2021/05/16 16:00,18,21,92,,31
딸기,2021/05/16 17:00,13,20,93,,31
딸기,2021/05/16 18:00,9,19,93,,31
딸기,2021/05/16 19:00,0,18,92,,31
딸기,2021/05/16 20:00,0,18,93,,31
딸기,2021/05/16 21:00,0,17,93,,31
딸기,2021/05/16 22:00,0,17,92,,31
딸기,2021/05/16 23:00,0,17,93,,30
딸기,2021/05/17 0:00,0,17,93,,30
딸기,2021/05/17 1:00,0,16,93,,30
딸기,2021/05/17 2:00,0,16,93,,30
딸기,2021/05/17 3:00,0,16,92,,30
딸기,2021/05/17 4:00,0,16,93,,30
딸기,2021/05/17 5:00,1,16,93,,30
딸기,2021/05/17 6:00,14,16,93,,30
딸기,2021/05/17 7:00,53,16,91,,30
딸기,2021/05/17 8:00,87,17,89,,30
딸기,2021/05/17 9:00,100,17,88,,30
딸기,2021/05/17 10:00,122,18,86,,30
딸기,2021/05/17 11:00,136,18,86,,30
딸기,2021/05/17 12:00,141,17,86,,30
딸기,2021/05/17 13:00,86,17,86,,30
딸기,2021/05/17 14:00,232,18,84,,30
딸기,2021/05/17 15:00,118,18,82,,30
딸기,2021/05/17 16:00,181,18,80,,30
딸기,2021/05/17 17:00,81,18,79,,30
딸기,2021/05/17 18:00,19,17,85,,30
딸기,2021/05/17 19:00,1,16,87,,30
딸기,2021/05/17 20:00,0,16,88,,30
딸기,2021/05/17 21:00,0,16,91,,30
딸기,2021/05/17 22:00,0,16,92,,30
딸기,2021/05/17 23:00,0,16,92,,29
딸기,2021/05/18 0:00,0,16,92,,29
딸기,2021/05/18 1:00,0,15,92,,29
딸기,2021/05/18 2:00,0,16,92,,29
딸기,2021/05/18 3:00,0,15,92,,29
딸기,2021/05/18 4:00,0,15,90,,29
딸기,2021/05/18 5:00,7,15,92,,29
딸기,2021/05/18 6:00,65,15,91,,29
딸기,2021/05/18 7:00,166,17,85,,29
딸기,2021/05/18 8:00,277,19,77,,30
딸기,2021/05/18 9:00,310,21,70,,30
딸기,2021/05/18 10:00,316,22,68,,30
딸기,2021/05/18 11:00,486,24,63,,30
딸기,2021/05/18 12:00,843,27,52,,31
딸기,2021/05/18 13:00,868,27,51,,31
딸기,2021/05/18 14:00,833,28,48,,31
딸기,2021/05/18 15:00,571,28,46,,31
딸기,2021/05/18 16:00,240,27,47,,31
딸기,2021/05/18 17:00,135,26,51,,31
딸기,2021/05/18 18:00,132,25,53,,31
딸기,2021/05/18 19:00,19,21,67,,31
딸기,2021/05/18 20:00,0,16,85,,30
딸기,2021/05/18 21:00,0,15,89,,30
딸기,2021/05/18 22:00,0,14,91,,29
딸기,2021/05/18 23:00,0,14,91,,29
딸기,2021/05/19 0:00,0,14,92,,29
딸기,2021/05/19 1:00,0,14,92,,29
딸기,2021/05/19 2:00,0,14,92,,29
딸기,2021/05/19 3:00,0,13,92,,29
딸기,2021/05/19 4:00,0,13,92,,29
딸기,2021/05/19 5:00,9,13,92,,29
딸기,2021/05/19 6:00,94,14,90,,28
딸기,2021/05/19 7:00,261,19,74,,29
딸기,2021/05/19 8:00,461,24,56,,29
딸기,2021/05/19 9:00,631,27,41,,30
딸기,2021/05/19 10:00,796,29,35,,30
딸기,2021/05/19 11:00,930,31,36,,31
딸기,2021/05/19 12:00,"1,011",30,33,,32
딸기,2021/05/19 13:00,958,31,32,,33
딸기,2021/05/19 14:00,851,31,34,,32
딸기,2021/05/19 15:00,582,30,35,,32
딸기,2021/05/19 16:00,221,28,36,,32
딸기,2021/05/19 17:00,119,27,33,,32
딸기,2021/05/19 18:00,109,25,38,,32
딸기,2021/05/19 19:00,9,21,54,,32
딸기,2021/05/19 20:00,0,18,70,,31
딸기,2021/05/19 21:00,0,17,77,,31
딸기,2021/05/19 22:00,0,17,81,,30
딸기,2021/05/19 23:00,0,16,82,,30
딸기,2021/05/20 0:00,0,16,86,,30
딸기,2021/05/20 1:00,0,16,87,,30
딸기,2021/05/20 2:00,0,16,87,,30
딸기,2021/05/20 3:00,0,15,87,,30
딸기,2021/05/20 4:00,0,15,88,,30
딸기,2021/05/20 5:00,2,16,85,,30
딸기,2021/05/20 6:00,27,16,86,,29
딸기,2021/05/20 7:00,50,17,81,,30
딸기,2021/05/20 8:00,74,18,77,,30
딸기,2021/05/20 9:00,219,21,71,,30
딸기,2021/05/20 10:00,292,23,56,,30
딸기,2021/05/20 11:00,273,25,47,,30
딸기,2021/05/20 12:00,250,23,48,,31
딸기,2021/05/20 13:00,233,22,63,,30
딸기,2021/05/20 14:00,210,20,76,,30
딸기,2021/05/20 15:00,243,22,72,,30
딸기,2021/05/20 16:00,101,20,73,,30
딸기,2021/05/20 17:00,54,18,83,,30
딸기,2021/05/20 18:00,27,17,87,,30
딸기,2021/05/20 19:00,2,16,89,,30
딸기,2021/05/20 20:00,0,16,91,,29
딸기,2021/05/20 21:00,0,16,92,,29
딸기,2021/05/20 22:00,0,16,92,,29
딸기,2021/05/20 23:00,0,16,93,,29
딸기,2021/05/21 0:00,0,16,93,,29
딸기,2021/05/21 1:00,0,16,93,,29
딸기,2021/05/21 2:00,0,16,93,,29
딸기,2021/05/21 3:00,0,16,93,,29
딸기,2021/05/21 4:00,0,15,93,,29
딸기,2021/05/21 5:00,0,15,93,,29
딸기,2021/05/21 6:00,13,15,92,,29
딸기,2021/05/21 7:00,26,15,91,,29
딸기,2021/05/21 8:00,47,15,89,,29
딸기,2021/05/21 9:00,85,16,89,,29
딸기,2021/05/21 10:00,81,16,88,,29
딸기,2021/05/21 11:00,130,16,88,,29
딸기,2021/05/21 12:00,212,18,82,,29
딸기,2021/05/21 13:00,169,19,81,,29
딸기,2021/05/21 14:00,180,18,82,,29
딸기,2021/05/21 15:00,195,18,80,,29
딸기,2021/05/21 16:00,125,18,81,,29
딸기,2021/05/21 17:00,34,16,87,,29
딸기,2021/05/21 18:00,15,16,90,,29
딸기,2021/05/21 19:00,9,16,90,,29
딸기,2021/05/21 20:00,0,15,91,,29
딸기,2021/05/21 21:00,0,15,93,,28
딸기,2021/05/21 22:00,0,14,93,,28
딸기,2021/05/21 23:00,0,14,93,,28
딸기,2021/05/22 0:00,0,13,93,,28
딸기,2021/05/22 1:00,0,13,93,,28
딸기,2021/05/22 2:00,0,13,93,,28
딸기,2021/05/22 3:00,0,13,93,,28
딸기,2021/05/22 4:00,0,13,93,,28
딸기,2021/05/22 5:00,12,13,93,,28
딸기,2021/05/22 6:00,96,14,91,,28
딸기,2021/05/22 7:00,244,19,79,,29
딸기,2021/05/22 8:00,441,24,63,,29
딸기,2021/05/22 9:00,607,25,54,,29
딸기,2021/05/22 10:00,764,27,49,,29
딸기,2021/05/22 11:00,733,27,47,,30
딸기,2021/05/22 12:00,0,27,47,,31
딸기,2021/05/22 13:00,0,26,50,,31
딸기,2021/05/22 14:00,0,26,48,,31
딸기,2021/05/22 15:00,101,25,47,,31
딸기,2021/05/22 16:00,197,25,48,,31
딸기,2021/05/22 17:00,112,24,48,,31
딸기,2021/05/22 18:00,125,24,49,,31
딸기,2021/05/22 19:00,16,19,66,,30
딸기,2021/05/22 20:00,0,16,83,,30
딸기,2021/05/22 21:00,0,14,89,,29
딸기,2021/05/22 22:00,0,14,92,,29
딸기,2021/05/22 23:00,0,14,92,,29
딸기,2021/05/23 0:00,0,14,93,,29
딸기,2021/05/23 1:00,0,14,93,,29
딸기,2021/05/23 2:00,0,13,93,,29
딸기,2021/05/23 3:00,0,13,93,,29
딸기,2021/05/23 4:00,0,13,93,,29
딸기,2021/05/23 5:00,12,13,94,,29
딸기,2021/05/23 6:00,113,15,91,,28
딸기,2021/05/23 7:00,250,19,80,,29
딸기,2021/05/23 8:00,407,23,63,,30
딸기,2021/05/23 9:00,497,25,56,,29
딸기,2021/05/23 10:00,706,29,43,,30
딸기,2021/05/23 11:00,803,31,36,,30
딸기,2021/05/23 12:00,816,32,38,,31
딸기,2021/05/23 13:00,525,31,40,,31
딸기,2021/05/23 14:00,452,29,43,,31
딸기,2021/05/23 15:00,369,27,48,,31
딸기,2021/05/23 16:00,186,25,52,,31
딸기,2021/05/23 17:00,107,24,55,,31
딸기,2021/05/23 18:00,37,22,62,,30
딸기,2021/05/23 19:00,7,20,68,,30
딸기,2021/05/23 20:00,0,19,74,,30
딸기,2021/05/23 21:00,0,18,78,,30
딸기,2021/05/23 22:00,0,18,80,,29
딸기,2021/05/23 23:00,0,17,80,,29
딸기,2021/05/24 0:00,0,16,84,,29
딸기,2021/05/24 1:00,0,16,86,,29
딸기,2021/05/24 2:00,0,16,86,,29
딸기,2021/05/24 3:00,0,14,88,,29
딸기,2021/05/24 4:00,0,15,89,,29
딸기,2021/05/24 5:00,5,15,88,,29
딸기,2021/05/24 6:00,54,16,86,,29
딸기,2021/05/24 7:00,113,18,80,,29
딸기,2021/05/24 8:00,151,20,74,,29
딸기,2021/05/24 9:00,224,21,70,,29
딸기,2021/05/24 10:00,272,21,70,,30
딸기,2021/05/24 11:00,423,22,67,,29
딸기,2021/05/24 12:00,893,29,51,,30
딸기,2021/05/24 13:00,908,29,44,,31
딸기,2021/05/24 14:00,822,27,44,,31
딸기,2021/05/24 15:00,567,27,34,,31
딸기,2021/05/24 16:00,236,26,28,,31
딸기,2021/05/24 17:00,176,25,29,,30
딸기,2021/05/24 18:00,109,23,40,,30
딸기,2021/05/24 19:00,15,18,65,,30
딸기,2021/05/24 20:00,0,15,83,,29
딸기,2021/05/24 21:00,0,15,86,,29
딸기,2021/05/24 22:00,0,14,88,,29
딸기,2021/05/24 23:00,0,14,90,,29
딸기,2021/05/25 0:00,0,14,91,,28
딸기,2021/05/25 1:00,0,14,91,,28
딸기,2021/05/25 2:00,0,13,91,,28
딸기,2021/05/25 3:00,0,13,92,,28
딸기,2021/05/25 4:00,0,13,92,,28
딸기,2021/05/25 5:00,0,14,92,,28
딸기,2021/05/25 6:00,3,14,92,,28
딸기,2021/05/25 7:00,11,14,90,,28
딸기,2021/05/25 8:00,46,14,88,,28
딸기,2021/05/25 9:00,170,15,83,,28
딸기,2021/05/25 10:00,634,23,61,,28
딸기,2021/05/25 11:00,701,23,50,,29
딸기,2021/05/25 12:00,715,23,49,,30
딸기,2021/05/25 13:00,857,23,46,,30
딸기,2021/05/25 14:00,663,23,48,,30
딸기,2021/05/25 15:00,558,25,46,,30
딸기,2021/05/25 16:00,145,24,43,,29
딸기,2021/05/25 17:00,90,24,44,,30
딸기,2021/05/25 18:00,154,23,44,,29
딸기,2021/05/25 19:00,24,18,50,,28
딸기,2021/05/25 20:00,0,14,77,,28
딸기,2021/05/25 21:00,0,13,87,,28
딸기,2021/05/25 22:00,0,13,89,,28
딸기,2021/05/25 23:00,0,12,89,,27
딸기,2021/05/26 0:00,0,12,89,,27
딸기,2021/05/26 1:00,0,12,90,,27
딸기,2021/05/26 2:00,0,12,90,,27
딸기,2021/05/26 3:00,0,11,91,,27
딸기,2021/05/26 4:00,0,11,91,,27
딸기,2021/05/26 5:00,12,12,91,,27
딸기,2021/05/26 6:00,78,14,89,,27
딸기,2021/05/26 7:00,221,17,79,,27
딸기,2021/05/26 8:00,247,18,70,,27
딸기,2021/05/26 9:00,372,21,61,,27
딸기,2021/05/26 10:00,517,24,47,,28
딸기,2021/05/26 11:00,812,29,34,,28
딸기,2021/05/26 12:00,611,27,34,,29
딸기,2021/05/26 13:00,679,28,33,,29
딸기,2021/05/26 14:00,387,27,34,,29
딸기,2021/05/26 15:00,127,23,44,,29
딸기,2021/05/26 16:00,144,24,47,,29
딸기,2021/05/26 17:00,77,22,49,,29
딸기,2021/05/26 18:00,35,21,52,,28
딸기,2021/05/26 19:00,9,19,58,,28
딸기,2021/05/26 20:00,0,17,73,,28
딸기,2021/05/26 21:00,0,16,81,,28
딸기,2021/05/26 22:00,0,15,85,,28
딸기,2021/05/26 23:00,0,14,89,,27
딸기,2021/05/27 0:00,0,14,90,,27
딸기,2021/05/27 1:00,0,14,90,,27
딸기,2021/05/27 2:00,0,15,90,,27
딸기,2021/05/27 3:00,0,15,88,,27
딸기,2021/05/27 4:00,0,15,86,,27
딸기,2021/05/27 5:00,2,16,78,,27
딸기,2021/05/27 6:00,13,17,68,,27
딸기,2021/05/27 7:00,26,17,72,,27
딸기,2021/05/27 8:00,46,15,85,,27
딸기,2021/05/27 9:00,127,17,85,,27
딸기,2021/05/27 10:00,133,17,83,,27
딸기,2021/05/27 11:00,182,18,81,,27
딸기,2021/05/27 12:00,113,19,80,,28
딸기,2021/05/27 13:00,361,21,73,,28
딸기,2021/05/27 14:00,375,21,66,,28
딸기,2021/05/27 15:00,314,21,66,,32
딸기,2021/05/27 16:00,283,23,60,,32
딸기,2021/05/27 17:00,210,24,55,,32
딸기,2021/05/27 18:00,113,22,58,,32
딸기,2021/05/27 19:00,19,18,72,,31
딸기,2021/05/27 20:00,0,15,85,,31
딸기,2021/05/27 21:00,0,14,90,,30
딸기,2021/05/27 22:00,0,13,91,,30
딸기,2021/05/27 23:00,0,13,91,,30
딸기,2021/05/28 0:00,0,12,91,,30
딸기,2021/05/28 1:00,0,12,91,,30
딸기,2021/05/28 2:00,0,12,91,,30
딸기,2021/05/28 3:00,0,12,92,,30
딸기,2021/05/28 4:00,0,13,92,,29
딸기,2021/05/28 5:00,0,13,91,,29
딸기,2021/05/28 6:00,6,13,91,,29
딸기,2021/05/28 7:00,34,14,91,,29
딸기,2021/05/28 8:00,49,14,88,,29
딸기,2021/05/28 9:00,9,14,89,,29
딸기,2021/05/28 10:00,59,14,90,,29
딸기,2021/05/28 11:00,94,15,86,,29
딸기,2021/05/28 12:00,91,15,86,,29
딸기,2021/05/28 13:00,199,18,81,,29
딸기,2021/05/28 14:00,379,23,69,,30
딸기,2021/05/28 15:00,477,26,57,,30
딸기,2021/05/28 16:00,223,24,61,,30
딸기,2021/05/28 17:00,179,23,60,,30
딸기,2021/05/28 18:00,115,20,66,,30
딸기,2021/05/28 19:00,19,17,77,,30
딸기,2021/05/28 20:00,0,16,81,,30
딸기,2021/05/28 21:00,0,15,87,,29
딸기,2021/05/28 22:00,0,15,87,,29
딸기,2021/05/28 23:00,0,15,82,,29
딸기,2021/05/29 0:00,0,15,84,,29
딸기,2021/05/29 1:00,0,15,85,,29
딸기,2021/05/29 2:00,0,14,89,,29
딸기,2021/05/29 3:00,0,13,91,,29
딸기,2021/05/29 4:00,0,13,91,,29
딸기,2021/05/29 5:00,10,12,91,,29
딸기,2021/05/29 6:00,98,14,88,,29
딸기,2021/05/29 7:00,271,20,67,,29
딸기,2021/05/29 8:00,457,24,53,,30
딸기,2021/05/29 9:00,593,24,51,,30
